battle_time,map,game_mode,environment,mode,team_a_win,team_a_brawler1,team_a_brawler2,team_a_brawler3,team_b_brawler1,team_b_brawler2,team_b_brawler3,team_a_brawler1_class,team_a_brawler2_class,team_a_brawler3_class,team_b_brawler1_class,team_b_brawler2_class,team_b_brawler3_class,team_a_brawler1_rarity,team_a_brawler2_rarity,team_a_brawler3_rarity,team_b_brawler1_rarity,team_b_brawler2_rarity,team_b_brawler3_rarity
20260313T210045.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,CROW,TICK,SIRIUS,FANG,RICO,MORTIS,Assassin,Artillery,Unknown,Assassin,Damage Dealer,Assassin,Legendary,Super Rare,Ultra Legendary,Mythic,Super Rare,Mythic
20260313T205729.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,BULL,DARRYL,KENJI,TICK,SIRIUS,BIBI,Tank,Tank,Assassin,Artillery,Unknown,Tank,Rare,Super Rare,Legendary,Super Rare,Ultra Legendary,Epic
20260313T205546.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,SIRIUS,TICK,RICO,COLT,BIBI,MORTIS,Unknown,Artillery,Damage Dealer,Damage Dealer,Tank,Assassin,Ultra Legendary,Super Rare,Super Rare,Rare,Epic,Mythic
20260313T205357.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,TICK,SIRIUS,LEON,EMZ,MINA,BYRON,Artillery,Unknown,Assassin,Controller,Unknown,Support,Super Rare,Ultra Legendary,Legendary,Epic,Mythic,Mythic
20260313T205134.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,CROW,BARLEY,GRAY,TICK,CORDELIUS,FRANK,Assassin,Artillery,Support,Artillery,Assassin,Tank,Legendary,Rare,Mythic,Super Rare,Legendary,Epic
20260313T204823.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,RICO,COLT,SIRIUS,TICK,FRANK,LEON,Damage Dealer,Damage Dealer,Unknown,Artillery,Tank,Assassin,Super Rare,Rare,Ultra Legendary,Super Rare,Epic,Legendary
20260313T204500.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,TARA,BIBI,COLT,EMZ,LUMI,BO,Damage Dealer,Tank,Damage Dealer,Controller,Damage Dealer,Controller,Mythic,Epic,Rare,Epic,Mythic,Epic
20260313T204208.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,BULL,FRANK,DRACO,EL PRIMO,TARA,FANG,Tank,Tank,Tank,Tank,Damage Dealer,Assassin,Rare,Epic,Legendary,Rare,Mythic,Mythic
20260313T204044.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,TARA,MORTIS,ASH,KIT,GUS,GENE,Damage Dealer,Assassin,Tank,Support,Support,Controller,Mythic,Mythic,Epic,Legendary,Super Rare,Mythic
20260313T203916.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,BIBI,CROW,SIRIUS,MORTIS,TARA,LOU,Tank,Assassin,Unknown,Assassin,Damage Dealer,Controller,Epic,Legendary,Ultra Legendary,Mythic,Mythic,Mythic
20260313T203530.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,MORTIS,TARA,CARL,BIBI,RICO,COLT,Assassin,Damage Dealer,Damage Dealer,Tank,Damage Dealer,Damage Dealer,Mythic,Mythic,Super Rare,Epic,Super Rare,Rare
20260313T203411.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,BIBI,CROW,CARL,MORTIS,JACKY,TARA,Tank,Assassin,Damage Dealer,Assassin,Tank,Damage Dealer,Epic,Legendary,Super Rare,Mythic,Super Rare,Mythic
20260313T203147.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,TARA,JACKY,BIBI,DYNAMIKE,BIBI,CHESTER,Damage Dealer,Tank,Tank,Artillery,Tank,Damage Dealer,Mythic,Super Rare,Epic,Super Rare,Epic,Legendary
20260313T202804.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,COLT,FRANK,BULL,MORTIS,RICO,CHESTER,Damage Dealer,Tank,Tank,Assassin,Damage Dealer,Damage Dealer,Rare,Epic,Rare,Mythic,Super Rare,Legendary
20260313T202536.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,COLT,FRANK,CROW,EDGAR,STU,BULL,Damage Dealer,Tank,Assassin,Assassin,Assassin,Tank,Rare,Epic,Legendary,Epic,Epic,Rare
20260313T202408.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,BIBI,COLT,SIRIUS,COLT,FRANK,CROW,Tank,Damage Dealer,Unknown,Damage Dealer,Tank,Assassin,Epic,Rare,Ultra Legendary,Rare,Epic,Legendary
20260313T202205.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,COLT,FRANK,CROW,RICO,CROW,MORTIS,Damage Dealer,Tank,Assassin,Damage Dealer,Assassin,Assassin,Rare,Epic,Legendary,Super Rare,Legendary,Mythic
20260313T202002.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,MEG,BIBI,LEON,FRANK,COLT,CROW,Tank,Tank,Assassin,Tank,Damage Dealer,Assassin,Legendary,Epic,Legendary,Epic,Rare,Legendary
20260313T201717.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,COLT,FRANK,CROW,SIRIUS,BULL,COLT,Damage Dealer,Tank,Assassin,Unknown,Tank,Damage Dealer,Rare,Epic,Legendary,Ultra Legendary,Rare,Rare
20260313T201349.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,CROW,FRANK,COLT,RICO,MORTIS,SAM,Assassin,Tank,Damage Dealer,Damage Dealer,Assassin,Assassin,Legendary,Epic,Rare,Super Rare,Mythic,Epic
20260313T201204.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,FRANK,COLT,CROW,BULL,RICO,BIBI,Tank,Damage Dealer,Assassin,Tank,Damage Dealer,Tank,Epic,Rare,Legendary,Rare,Super Rare,Epic
20260313T201052.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,BULL,BYRON,BIBI,COLT,BIBI,CROW,Tank,Support,Tank,Damage Dealer,Tank,Assassin,Rare,Mythic,Epic,Rare,Epic,Legendary
20260313T200858.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,BIBI,CROW,COLT,BONNIE,RICO,MORTIS,Tank,Assassin,Damage Dealer,Marksman,Damage Dealer,Assassin,Epic,Legendary,Rare,Epic,Super Rare,Mythic
20260313T200802.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,BIBI,CROW,COLT,SAM,RICO,BIBI,Tank,Assassin,Damage Dealer,Assassin,Damage Dealer,Tank,Epic,Legendary,Rare,Epic,Super Rare,Epic
20260313T200226.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,DOUG,BIBI,SIRIUS,LARRY & LAWRIE,RICO,EL PRIMO,Support,Tank,Unknown,Artillery,Damage Dealer,Tank,Mythic,Epic,Ultra Legendary,Epic,Super Rare,Rare
20260313T045935.000Z,Pinhole Punt,Brawl Ball,Grassfield,brawlBall,False,BELLE,DYNAMIKE,GUS,COLT,SIRIUS,CHESTER,Marksman,Artillery,Support,Damage Dealer,Unknown,Damage Dealer,Epic,Super Rare,Super Rare,Rare,Ultra Legendary,Legendary
20260313T045710.000Z,Pinhole Punt,Brawl Ball,Grassfield,brawlBall,True,BULL,SIRIUS,EMZ,MORTIS,TARA,GUS,Tank,Unknown,Controller,Assassin,Damage Dealer,Support,Rare,Ultra Legendary,Epic,Mythic,Mythic,Super Rare
20260313T045331.000Z,Pinhole Punt,Brawl Ball,Grassfield,brawlBall,True,BEA,COLT,PAM,TARA,MORTIS,GUS,Marksman,Damage Dealer,Support,Damage Dealer,Assassin,Support,Epic,Rare,Epic,Mythic,Mythic,Super Rare
20260313T110530.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,True,FANG,COLT,MORTIS,COLT,CARL,RICO,Assassin,Damage Dealer,Assassin,Damage Dealer,Damage Dealer,Damage Dealer,Mythic,Rare,Mythic,Rare,Super Rare,Super Rare
20260313T110253.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,False,BIBI,DARRYL,PIPER,COLT,FANG,BIBI,Tank,Tank,Marksman,Damage Dealer,Assassin,Tank,Epic,Super Rare,Epic,Rare,Mythic,Epic
20260313T105855.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,False,BIBI,RICO,POCO,FANG,COLT,MORTIS,Tank,Damage Dealer,Support,Assassin,Damage Dealer,Assassin,Epic,Super Rare,Rare,Mythic,Rare,Mythic
20260313T105651.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,False,SIRIUS,FANG,RICO,GRAY,COLT,FANG,Unknown,Assassin,Damage Dealer,Support,Damage Dealer,Assassin,Ultra Legendary,Mythic,Super Rare,Mythic,Rare,Mythic
20260313T105437.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,True,FANG,COLT,RICO,COLT,RICO,MORTIS,Assassin,Damage Dealer,Damage Dealer,Damage Dealer,Damage Dealer,Assassin,Mythic,Rare,Super Rare,Rare,Super Rare,Mythic
20260313T105217.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,False,LEON,BULL,KIT,FANG,COLT,BIBI,Assassin,Tank,Support,Assassin,Damage Dealer,Tank,Legendary,Rare,Legendary,Mythic,Rare,Epic
20260313T104909.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,False,BIBI,BUZZ,GRIFF,FANG,COLT,SHELLY,Tank,Assassin,Controller,Assassin,Damage Dealer,Damage Dealer,Epic,Mythic,Epic,Mythic,Rare,Common
20260313T104631.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,True,RICO,BIBI,MORTIS,TICK,FANG,COLT,Damage Dealer,Tank,Assassin,Artillery,Assassin,Damage Dealer,Super Rare,Epic,Mythic,Super Rare,Mythic,Rare
20260313T104217.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,True,WILLOW,BIBI,LEON,KENJI,BO,FANG,Controller,Tank,Assassin,Assassin,Controller,Assassin,Mythic,Epic,Legendary,Legendary,Epic,Mythic
20260313T103732.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,False,CORDELIUS,FANG,BIBI,BO,FANG,COLT,Assassin,Assassin,Tank,Controller,Assassin,Damage Dealer,Legendary,Mythic,Epic,Epic,Mythic,Rare
20260313T103427.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,True,FANG,BO,MORTIS,RICO,EDGAR,FANG,Assassin,Controller,Assassin,Damage Dealer,Assassin,Assassin,Mythic,Epic,Mythic,Super Rare,Epic,Mythic
20260313T103202.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,False,MORTIS,COLT,JACKY,FANG,BO,COLT,Assassin,Damage Dealer,Tank,Assassin,Controller,Damage Dealer,Mythic,Rare,Super Rare,Mythic,Epic,Rare
20260313T102918.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,False,JESSIE,MELODIE,FRANK,FANG,BO,CORDELIUS,Controller,Assassin,Tank,Assassin,Controller,Assassin,Super Rare,Mythic,Epic,Mythic,Epic,Legendary
20260313T100912.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,True,JACKY,BO,FANG,RICO,BIBI,STU,Tank,Controller,Assassin,Damage Dealer,Tank,Assassin,Super Rare,Epic,Mythic,Super Rare,Epic,Epic
20260313T100419.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,FANG,BO,BIBI,EL PRIMO,CROW,BIBI,Assassin,Controller,Tank,Tank,Assassin,Tank,Mythic,Epic,Epic,Rare,Legendary,Epic
20260313T100126.000Z,Slippery Slap,Brawl Hockey,Airhockey,brawlBall,False,COLT,CROW,SPIKE,BO,FANG,BEA,Damage Dealer,Assassin,Damage Dealer,Controller,Assassin,Marksman,Rare,Legendary,Legendary,Epic,Mythic,Epic
20260313T095654.000Z,Slippery Slap,Brawl Hockey,Airhockey,brawlBall,True,FANG,BO,CROW,BULL,MORTIS,GRIFF,Assassin,Controller,Assassin,Tank,Assassin,Controller,Mythic,Epic,Legendary,Rare,Mythic,Epic
20260313T095425.000Z,Slippery Slap,Brawl Hockey,Airhockey,brawlBall,True,FANG,BO,SPIKE,FANG,STU,FRANK,Assassin,Controller,Damage Dealer,Assassin,Assassin,Tank,Mythic,Epic,Legendary,Mythic,Epic,Epic
20260313T095200.000Z,Slippery Slap,Brawl Hockey,Airhockey,brawlBall,True,FANG,BO,GALE,BIBI,OTIS,BO,Assassin,Controller,Controller,Tank,Controller,Controller,Mythic,Epic,Epic,Epic,Mythic,Epic
20260313T094936.000Z,Slippery Slap,Brawl Hockey,Airhockey,brawlBall,True,FANG,BO,BIBI,MELODIE,BIBI,CROW,Assassin,Controller,Tank,Assassin,Tank,Assassin,Mythic,Epic,Epic,Mythic,Epic,Legendary
20260313T094634.000Z,Slippery Slap,Brawl Hockey,Airhockey,brawlBall,False,BIBI,EMZ,BULL,FANG,BO,RICO,Tank,Controller,Tank,Assassin,Controller,Damage Dealer,Epic,Epic,Rare,Mythic,Epic,Super Rare
20260313T094427.000Z,Slippery Slap,Brawl Hockey,Airhockey,brawlBall,True,EMZ,FANG,BO,TICK,COLT,MORTIS,Controller,Assassin,Controller,Artillery,Damage Dealer,Assassin,Epic,Mythic,Epic,Super Rare,Rare,Mythic
20260313T094214.000Z,Slippery Slap,Brawl Hockey,Airhockey,brawlBall,False,BIBI,RICO,COLT,FANG,BO,STU,Tank,Damage Dealer,Damage Dealer,Assassin,Controller,Assassin,Epic,Super Rare,Rare,Mythic,Epic,Epic
20260313T094021.000Z,Slippery Slap,Brawl Hockey,Airhockey,brawlBall,True,FANG,BO,RICO,COLETTE,JESSIE,COLT,Assassin,Controller,Damage Dealer,Damage Dealer,Controller,Damage Dealer,Mythic,Epic,Super Rare,Epic,Super Rare,Rare
20260313T093638.000Z,Slippery Slap,Brawl Hockey,Airhockey,brawlBall,True,FANG,PIERCE,MORTIS,FANG,SURGE,CROW,Assassin,Unknown,Assassin,Assassin,Damage Dealer,Assassin,Mythic,Legendary,Mythic,Mythic,Legendary,Legendary
20260313T143033.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,MELODIE,MORTIS,PIERCE,BIBI,KENJI,MORTIS,Assassin,Assassin,Unknown,Tank,Assassin,Assassin,Mythic,Mythic,Legendary,Epic,Legendary,Mythic
20260312T204826.000Z,Pinhole Punt,Brawl Ball,Grassfield,brawlBall,True,STU,BIBI,COLT,MEG,BYRON,COLT,Assassin,Tank,Damage Dealer,Tank,Support,Damage Dealer,Epic,Epic,Rare,Legendary,Mythic,Rare
20260312T051121.000Z,Kaiju Lake,Brawl Arena,Iceislandshowdown,siege,True,COLT,RICO,PIPER,PIERCE,EMZ,COLT,Damage Dealer,Damage Dealer,Marksman,Unknown,Controller,Damage Dealer,Rare,Super Rare,Epic,Legendary,Epic,Rare
20260312T050302.000Z,Flowing Springs,Knockout,Rumblejungle,knockout,True,MR. P,MANDY,JANET,PIERCE,BROCK,TICK,Controller,Marksman,Marksman,Unknown,Marksman,Artillery,Mythic,Epic,Mythic,Legendary,Rare,Super Rare
20260312T045621.000Z,Flowing Springs,Knockout,Rumblejungle,knockout,True,NANI,BELLE,SPROUT,PIERCE,OTIS,BROCK,Marksman,Marksman,Artillery,Unknown,Controller,Marksman,Epic,Epic,Mythic,Legendary,Mythic,Rare
20260312T044822.000Z,Flowing Springs,Knockout,Rumblejungle,knockout,True,PIERCE,OTIS,BROCK,LEON,TICK,RICO,Unknown,Controller,Marksman,Assassin,Artillery,Damage Dealer,Legendary,Mythic,Rare,Legendary,Super Rare,Super Rare
20260312T044308.000Z,Flowing Springs,Knockout,Rumblejungle,knockout,True,PIERCE,OTIS,BROCK,NANI,PIPER,TICK,Unknown,Controller,Marksman,Marksman,Marksman,Artillery,Legendary,Mythic,Rare,Epic,Epic,Super Rare
20260312T043809.000Z,Flowing Springs,Knockout,Rumblejungle,knockout,False,LEON,CARL,PIERCE,PIERCE,OTIS,BROCK,Assassin,Damage Dealer,Unknown,Unknown,Controller,Marksman,Legendary,Super Rare,Legendary,Legendary,Mythic,Rare
20260312T043457.000Z,Flowing Springs,Knockout,Rumblejungle,knockout,False,PIERCE,OTIS,BROCK,GRAY,ANGELO,NANI,Unknown,Controller,Marksman,Support,Marksman,Marksman,Legendary,Mythic,Rare,Mythic,Epic,Epic
20260312T043253.000Z,Flowing Springs,Knockout,Rumblejungle,knockout,True,OTIS,BROCK,PIERCE,BELLE,ANGELO,COLETTE,Controller,Marksman,Unknown,Marksman,Marksman,Damage Dealer,Mythic,Rare,Legendary,Epic,Epic,Epic
20260312T043029.000Z,Flowing Springs,Knockout,Rumblejungle,knockout,False,ALLI,MANDY,CROW,PIERCE,OTIS,BROCK,Unknown,Marksman,Assassin,Unknown,Controller,Marksman,Mythic,Epic,Legendary,Legendary,Mythic,Rare
20260312T042727.000Z,Flowing Springs,Knockout,Rumblejungle,knockout,False,MANDY,CARL,PIPER,PIERCE,OTIS,BROCK,Marksman,Damage Dealer,Marksman,Unknown,Controller,Marksman,Epic,Super Rare,Epic,Legendary,Mythic,Rare
20260312T042605.000Z,Flowing Springs,Knockout,Rumblejungle,knockout,True,PIERCE,OTIS,BROCK,PIPER,BROCK,GRAY,Unknown,Controller,Marksman,Marksman,Marksman,Support,Legendary,Mythic,Rare,Epic,Rare,Mythic
20260312T042257.000Z,Flowing Springs,Knockout,Rumblejungle,knockout,False,MORTIS,ANGELO,GUS,OTIS,PIERCE,BROCK,Assassin,Marksman,Support,Controller,Unknown,Marksman,Mythic,Epic,Super Rare,Mythic,Legendary,Rare
20260312T041938.000Z,Flowing Springs,Knockout,Rumblejungle,knockout,False,R-T,BROCK,NANI,PIERCE,OTIS,BROCK,Damage Dealer,Marksman,Marksman,Unknown,Controller,Marksman,Mythic,Rare,Epic,Legendary,Mythic,Rare
20260312T041614.000Z,Flowing Springs,Knockout,Rumblejungle,knockout,False,COLT,PIPER,ANGELO,PIERCE,OTIS,BROCK,Damage Dealer,Marksman,Marksman,Unknown,Controller,Marksman,Rare,Epic,Epic,Legendary,Mythic,Rare
20260312T041229.000Z,Kaiju Lake,Brawl Arena,Iceislandshowdown,siege,False,PIERCE,SIRIUS,LUMI,COLT,TICK,EMZ,Unknown,Unknown,Damage Dealer,Damage Dealer,Artillery,Controller,Legendary,Ultra Legendary,Mythic,Rare,Super Rare,Epic
20260312T040642.000Z,Kaiju Lake,Brawl Arena,Iceislandshowdown,siege,True,PIERCE,SIRIUS,LUMI,SIRIUS,SHELLY,RICO,Unknown,Unknown,Damage Dealer,Unknown,Damage Dealer,Damage Dealer,Legendary,Ultra Legendary,Mythic,Ultra Legendary,Common,Super Rare
20260312T035658.000Z,Kaiju Lake,Brawl Arena,Iceislandshowdown,siege,False,OTIS,LUMI,GLOWBERT,EMZ,COLT,PIPER,Controller,Damage Dealer,Unknown,Controller,Damage Dealer,Marksman,Mythic,Mythic,Mythic,Epic,Rare,Epic
20260312T034219.000Z,Kaiju Lake,Brawl Arena,Iceislandshowdown,siege,True,SPROUT,BUZZ,COLT,COLT,GLOWBERT,LUMI,Artillery,Assassin,Damage Dealer,Damage Dealer,Unknown,Damage Dealer,Mythic,Mythic,Rare,Rare,Mythic,Mythic
20260312T033705.000Z,Kaiju Lake,Brawl Arena,Iceislandshowdown,siege,True,COLT,NANI,GLOWBERT,COLT,LUMI,EMZ,Damage Dealer,Marksman,Unknown,Damage Dealer,Damage Dealer,Controller,Rare,Epic,Mythic,Rare,Mythic,Epic
20260313T212335.000Z,Quintillion,Heist,Bizarrecircus,heist,True,MICO,SIRIUS,MELODIE,BIBI,CLANCY,BULL,Assassin,Unknown,Assassin,Tank,Damage Dealer,Tank,Mythic,Ultra Legendary,Mythic,Epic,Mythic,Rare
20260313T212223.000Z,Quintillion,Heist,Bizarrecircus,heist,True,MICO,MELODIE,SIRIUS,MELODIE,LEON,CROW,Assassin,Assassin,Unknown,Assassin,Assassin,Assassin,Mythic,Mythic,Ultra Legendary,Mythic,Legendary,Legendary
20260313T211916.000Z,Quintillion,Heist,Bizarrecircus,heist,True,BULL,SIRIUS,NITA,MICO,CORDELIUS,MELODIE,Tank,Unknown,Damage Dealer,Assassin,Assassin,Assassin,Rare,Ultra Legendary,Rare,Mythic,Legendary,Mythic
20260313T211715.000Z,Quintillion,Heist,Bizarrecircus,heist,True,CORDELIUS,MELODIE,MICO,BELLE,BERRY,ROSA,Assassin,Assassin,Assassin,Marksman,Support,Tank,Legendary,Mythic,Mythic,Epic,Epic,Rare
20260313T211508.000Z,Quintillion,Heist,Bizarrecircus,heist,False,R-T,MICO,MELODIE,COLT,BULL,BIBI,Damage Dealer,Assassin,Assassin,Damage Dealer,Tank,Tank,Mythic,Mythic,Mythic,Rare,Rare,Epic
20260313T211114.000Z,WALKING ON HOT SAND,Wipeout,Bazaar,wipeout,False,OTIS,SIRIUS,CROW,LEON,8-BIT,PIERCE,Controller,Unknown,Assassin,Assassin,Damage Dealer,Unknown,Mythic,Ultra Legendary,Legendary,Legendary,Super Rare,Legendary
20260313T210733.000Z,WALKING ON HOT SAND,Wipeout,Bazaar,wipeout,False,CROW,EDGAR,LEON,OTIS,SIRIUS,COLT,Assassin,Assassin,Assassin,Controller,Unknown,Damage Dealer,Legendary,Epic,Legendary,Mythic,Ultra Legendary,Rare
20260313T223401.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,False,CROW,PENNY,EVE,PENNY,EL PRIMO,BULL,Assassin,Artillery,Damage Dealer,Artillery,Tank,Tank,Legendary,Super Rare,Mythic,Super Rare,Rare,Rare
20260313T214856.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,True,GROM,CROW,LOU,BARLEY,LOLA,BULL,Artillery,Assassin,Controller,Artillery,Damage Dealer,Tank,Epic,Legendary,Mythic,Rare,Epic,Rare
20260313T214013.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,True,BIBI,COLT,CROW,MR. P,BROCK,TICK,Tank,Damage Dealer,Assassin,Controller,Marksman,Artillery,Epic,Rare,Legendary,Mythic,Rare,Super Rare
20260313T190840.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,True,CROW,PENNY,FRANK,R-T,MELODIE,BYRON,Assassin,Artillery,Tank,Damage Dealer,Assassin,Support,Legendary,Super Rare,Epic,Mythic,Mythic,Mythic
20260313T185726.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,True,CROW,GRIFF,JESSIE,MEEPLE,RICO,POCO,Assassin,Controller,Controller,Unknown,Damage Dealer,Support,Legendary,Epic,Super Rare,Epic,Super Rare,Rare
20260313T185057.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,True,BIBI,BROCK,DYNAMIKE,PIPER,BULL,COLETTE,Tank,Marksman,Artillery,Marksman,Tank,Damage Dealer,Epic,Rare,Super Rare,Epic,Rare,Epic
20260313T215019.000Z,Quintillion,Heist,Bizarrecircus,heist,False,EMZ,BULL,COLT,SIRIUS,BIBI,SPIKE,Controller,Tank,Damage Dealer,Unknown,Tank,Damage Dealer,Epic,Rare,Rare,Ultra Legendary,Epic,Legendary
20260313T214633.000Z,Quintillion,Heist,Bizarrecircus,heist,False,EMZ,CORDELIUS,COLT,BIBI,SIRIUS,BULL,Controller,Assassin,Damage Dealer,Tank,Unknown,Tank,Epic,Legendary,Rare,Epic,Ultra Legendary,Rare
20260313T214322.000Z,Quintillion,Heist,Bizarrecircus,heist,True,BULL,EMZ,COLT,SIRIUS,KENJI,BIBI,Tank,Controller,Damage Dealer,Unknown,Assassin,Tank,Rare,Epic,Rare,Ultra Legendary,Legendary,Epic
20260313T214114.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,EMZ,BULL,SIRIUS,EMZ,OTIS,BIBI,Controller,Tank,Unknown,Controller,Controller,Tank,Epic,Rare,Ultra Legendary,Epic,Mythic,Epic
20260313T213440.000Z,Opening Move,Knockout,Retropolis,knockout,False,CROW,MOE,BYRON,KIT,GUS,DARRYL,Assassin,Damage Dealer,Support,Support,Support,Tank,Legendary,Mythic,Mythic,Legendary,Super Rare,Super Rare
20260313T013944.000Z,Flowing Springs,Knockout,Rumblejungle,knockout,False,BELLE,MANDY,PIPER,BROCK,PIPER,PIERCE,Marksman,Marksman,Marksman,Marksman,Marksman,Unknown,Epic,Epic,Epic,Rare,Epic,Legendary
20260313T013157.000Z,Insane Streamer,Brawl Ball 5v5,Iceislandshowdownbb,brawlBall,True,SIRIUS,SURGE,MAISIE,CROW,FANG,BIBI,Unknown,Damage Dealer,Marksman,Assassin,Assassin,Tank,Ultra Legendary,Legendary,Epic,Legendary,Mythic,Epic
20260313T012858.000Z,Insane Streamer,Brawl Ball 5v5,Iceislandshowdownbb,brawlBall,False,BIBI,MORTIS,CROW,CROW,SIRIUS,LEON,Tank,Assassin,Assassin,Assassin,Unknown,Assassin,Epic,Mythic,Legendary,Legendary,Ultra Legendary,Legendary
20260313T012542.000Z,Insane Streamer,Brawl Ball 5v5,Iceislandshowdownbb,brawlBall,False,TICK,POCO,GRIFF,CORDELIUS,CROW,SIRIUS,Artillery,Support,Controller,Assassin,Assassin,Unknown,Super Rare,Rare,Epic,Legendary,Legendary,Ultra Legendary
20260313T012201.000Z,Insane Streamer,Brawl Ball 5v5,Iceislandshowdownbb,brawlBall,False,TICK,DARRYL,BEA,BULL,CROW,RICO,Artillery,Tank,Marksman,Tank,Assassin,Damage Dealer,Super Rare,Super Rare,Epic,Rare,Legendary,Super Rare
20260313T011814.000Z,Insane Streamer,Brawl Ball 5v5,Iceislandshowdownbb,brawlBall,False,GROM,TICK,CROW,CORDELIUS,RICO,SIRIUS,Artillery,Artillery,Assassin,Assassin,Damage Dealer,Unknown,Epic,Super Rare,Legendary,Legendary,Super Rare,Ultra Legendary
20260313T011405.000Z,Insane Streamer,Brawl Ball 5v5,Iceislandshowdownbb,brawlBall,False,PIERCE,CROW,MORTIS,CROW,SIRIUS,BULL,Unknown,Assassin,Assassin,Assassin,Unknown,Tank,Legendary,Legendary,Mythic,Legendary,Ultra Legendary,Rare
20260313T181002.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,EL PRIMO,BIBI,SIRIUS,BIBI,RICO,BULL,Tank,Tank,Unknown,Tank,Damage Dealer,Tank,Rare,Epic,Ultra Legendary,Epic,Super Rare,Rare
20260313T180439.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,TARA,MINA,ZIGGY,BIBI,MORTIS,CROW,Damage Dealer,Unknown,Unknown,Tank,Assassin,Assassin,Mythic,Mythic,Mythic,Epic,Mythic,Legendary
20260313T180150.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,ZIGGY,MINA,TARA,SPIKE,DARRYL,RICO,Unknown,Unknown,Damage Dealer,Damage Dealer,Tank,Damage Dealer,Mythic,Mythic,Mythic,Legendary,Super Rare,Super Rare
20260313T175948.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,MINA,BULL,BIBI,ZIGGY,TARA,MINA,Unknown,Tank,Tank,Unknown,Damage Dealer,Unknown,Mythic,Rare,Epic,Mythic,Mythic,Mythic
20260313T175751.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,LEON,BIBI,BULL,ZIGGY,TARA,MINA,Assassin,Tank,Tank,Unknown,Damage Dealer,Unknown,Legendary,Epic,Rare,Mythic,Mythic,Mythic
20260313T175550.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,BEA,BO,BIBI,TARA,MINA,ZIGGY,Marksman,Controller,Tank,Damage Dealer,Unknown,Unknown,Epic,Epic,Epic,Mythic,Mythic,Mythic
